Year	id	Country	Preservation Requests	Preservation Accounts Preserved	Total Data Requests	Total Users/Accounts Requested	Percent Requests Where Some Data Produced	Legal Process Request Total	Legal Process Request Total Accounts	Legal Process Request Total Percentage	Emergency Request Total	Emergency Request Total Accounts	Emergency Request Total Percentage	Emergency Disclosures Accounts	Emergency Disclosures	Emergency Disclosures Percentage	Search Warrant	Search Warrant Accounts	Search Warrant Percentage	Subpoena	Subpoena Accounts	Subpoena Percentage	Court Order (Other)	Court Order (Other) Accounts	Court Order (Other) Percentage	Court Order (18 USC 2703(d))	Court Order (18 USC 2703(d)) Accounts	Court Order (18 USC 2703(d)) Percentage	Pen Register/Trap and Trace	Pen Register/Trap and Trace Accounts	Pen Register/Trap and Trace Percentage	Title III,Title III Accounts	Title III Percentage	Title III	Title III Accounts	NSLs	NSLs Accounts
2016	MYS	Malaysia	3.0	9.0	41.0	58.0	63.755	39.0	56.0	64.285	2.0	2.0	50.0																								
2016	174	Maldives	1.0	1.0	19.0	19.0	32.355	18.0	18.0	31.25	1.0	1.0	50.0																								
2016	173	Malta	0.0	0.0	319.0	358.0	75.455	316.0	355.0	75.57	3.0	3.0	75.0																								
2016	MEX	Mexico	99.0	217.0	1162.0	1922.0	74.325	1099.0	1837.0	73.945	63.0	85.0	80.09																								
2016	MDA	Moldova	1.0	1.0	7.0	13.0	16.665	6.0	12.0	10.0	1.0	1.0	50.0																								
2016	212	Monaco	0.0	0.0	2.0	3.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0																								
2016	MNG	Mongolia	3	3	0	0	0%	0	0	0%	0	0	0%																								
2016	MNE	Montenegro	0.0	0.0	18.0	19.0	73.75	18.0	19.0	73.75	0.0	0.0	0.0																								
2016	NPL	Nepal	2.0	2.0	22.0	27.0	47.435	18.0	23.0	41.56	4.0	4.0	75.0																								
2016	NLD	Netherlands	47.0	58.0	1080.0	1962.0	90.065	1014.0	1867.0	90.765	66.0	95.0	79.22999999999999																								
2016	NZL	New Zealand	42.0	87.0	174.0	213.0	58.015	148.0	179.0	54.705	26.0	34.0	79.375																								
2016	NIC	Nicaragua	1	1	0	0	0%	0	0	0%	0	0	0%																								
2016	NGA	Nigeria	6.0	6.0	9.0	17.0	58.335	9.0	17.0	58.335	0.0	0.0	0.0																								
2016	NOR	Norway	72.0	107.0	54.0	62.0	58.870000000000005	50.0	58.0	57.975	4.0	4.0	75.0																								
2016	PAK	Pakistan	722.0	1040.0	1721.0	2460.0	66.325	1710.0	2443.0	66.595	11.0	17.0	26.785																								
2016	PAN	Panama	2.0	2.0	11.0	13.0	44.644999999999996	11.0	13.0	44.644999999999996	0.0	0.0	0.0																								
2016	PER	Peru	43.0	72.0	57.0	133.0	63.260000000000005	55.0	131.0	64.92	2.0	2.0	0.0																								
2016	PHL	Philippines	72.0	127.0	10.0	13.0	47.620000000000005	6.0	7.0	25.0	4.0	6.0	83.33500000000001																								
2016	POL	Poland	197.0	250.0	2051.0	2241.0	46.93	1864.0	1997.0	44.055	187.0	244.0	74.845																								
2016	PRT	Portugal	234.0	285.0	1523.0	1666.0	50.69	1519.0	1663.0	50.625	4.0	3.0	50.0																								
2016	QAT	Qatar	0.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0																								
2016	ROU	Romania	8.0	38.0	54.0	118.0	53.31	51.0	107.0	54.269999999999996	3.0	11.0	25.0																								
2016	RUS	Russia	1.0	2.0	4.0	4.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0																								
2016	SAU	Saudi Arabia	1.0	1.0	2.0	4.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0																								
2016	SRB	Serbia	1.0	1.0	107.0	192.0	81.735	97.0	178.0	82.85499999999999	10.0	14.0	69.05000000000001																								
2016	SGP	Singapore	17.0	23.0	418.0	490.0	50.510000000000005	415.0	486.0	50.379999999999995	3.0	4.0	33.335																								
2016	SVK	Slovakia	3.0	5.0	42.0	53.0	75.0	37.0	48.0	71.175	5.0	5.0	100.0																								
2016	SVN	Slovenia	30.0	34.0	27.0	28.0	66.76	27.0	28.0	66.76	0.0	0.0	0.0																								
2016	ZAF	South Africa	1.0	1.0	7.0	9.0	25.0	5.0	7.0	25.0	2.0	2.0	25.0																								
2016	KOR	South Korea	51.0	62.0	162.0	326.0	49.59	155.0	319.0	48.305	7.0	7.0	65.0																								
2016	ESP	Spain	255.0	432.0	1644.0	2557.0	53.870000000000005	1634.0	2532.0	53.905	10.0	25.0	50.0																								
2016	LKA	Sri Lanka	4.0	4.0	3.0	3.0	16.665	1.0	1.0	0.0	2.0	2.0	25.0																								
2016	SDN	Sudan	13.0	13.0	12.0	13.0	0.0	12.0	13.0	0.0	0.0	0.0	0.0																								
2016	SWE	Sweden	43.0	57.0	615.0	1037.0	88.77	592.0	999.0	89.52	23.0	38.0	73.75																								
2016	CHE	Switzerland	83.0	148.0	88.0	98.0	37.71	72.0	84.0	29.505	16.0	14.0	73.015																								
2016	TWN	Taiwan	1.0	1.0	963.0	1511.0	44.32	931.0	1472.0	43.855000000000004	32.0	39.0	59.165																								
2016	THA	Thailand	11.0	104.0	7.0	13.0	0.0	6.0	12.0	0.0	1.0	1.0	0.0																								
2016	BHS	The Bahamas	0	0	1	1	0%	1	1	0%	0	0	0%																								
2016	TUN	Tunisia	1	1	1	1	0%	0	0	0%	1	1	0%																								
2016	TUR	Turkey	28.0	29.0	1452.0	1722.0	65.065	1437.0	1704.0	64.69	15.0	18.0	94.445																								
2016	UGA	Uganda	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0																								
2016	ARE	United Arab Emirates	12.0	16.0	15.0	13.0	29.165	10.0	8.0	5.555	5.0	5.0	58.335																								
2016	GBR	United Kingdom	849.0	1431.0	11835.0	15151.0	87.66	10107.0	12462.0	89.0	1728.0	2689.0	79.81																								
2016	USA	United States	69434.0	121281.0	49868.0	80443.0	82.055	47066.0	76672.0	82.58500000000001	2802.0	3771.0	76.41				28478.0	44825.0	83.35499999999999	13062.0	24382.0	80.485	540.0	632.0	70.505	1215.0	2413.0	89.38	3551.0	4088.0	81.75999999999999		67.39	220.0	332.0		
2016	URY	Uruguay	1	1	0	0	0%	0	0	0%	0	0	0%																								
2016	VNM	Vietnam	1	1	0	0	0%	0	0	0%	0	0	0%																								
2016	PAL	Palestine	0	0	1	1	0%	1	1	0%	0	0	0%																								
2016	UKR	Ukraine	1	1	6	6	100.00%	0	0	0%	6	6	100.00%																								
2016	BFA	Burkina Faso	1	1	0	0	0%	0	0	0%	0	0	0%																								
2016	KEN	Kenya	0	0	1	1	0%	1	1	0%	0	0	0%																								
2016	TTO	Trinidad and Tobago	3	24	0	0	0%	0	0	0%	0	0	0%																								
2016	ISL	Iceland	1	1	1	1	0%	1	1	0%	0	0	0%																								
2016	MOZ	Mozambique	0	0	1	1	100.00%	0	0	100.00%	1	1	100.00%																								
2016	MDG	Madagascar	0	0	1	1	0%	1	1	0%	0	0	0%																								
2016	198	Andorra	0	0	1	1	0%	1	1	0%	0	0	0%																								
2016	SEN	Senegal	1	1	3	4	0%	3	4	0%	0	0	0%																								
2016	KWT	Kuwait	1	1	3	3	0%	2	2	0%	1	1	0%																								
2016	CMR	Cameroon	1	1	1	1	0%	1	1	0%	0	0	0%																								
2016	BTN	Bhutan	0	0	1	1	100.00%	0	0	100.00%	1	1	100.00%																								
2016	193	Saint Vincent and the Grenadines	1	2	0	0	0%	0	0	0%	0	0	0%																								
2016	235	Vatican City	0	0	1	1	0%	1	1	0%	0	0	0%																								
2016	NER	Niger	0	0	1	1	100.00%	0	0	100.00%	1	1	100.00%																								
2016	PRY	Paraguay	1	1	7	7	14.29%	3	2	0%	4	5	25.00%																								
2016	LVA	Latvia	1	1	0	0	0%	0	0	0%	0	0	0%																								
2016	191	Federated States of Micronesia	1	1	0	0	0%	0	0	0%	0	0	0%																								
2016	MMR	Myanmar	0	0	1	1	0%	1	1	0%	0	0	0%																								
2016	187	St. Lucia	1	1	0	0	0%	0	0	0%	0	0	0%																								
2017	AFG	Afghanistan	3	4	0	0	0%	0	0	0%	0	0	0%																								
2017	ALB	Albania	5.0	5.0	26.0	80.0	92.5	25.0	79.0	92.13499999999999	1.0	1.0	50.0																								
2017	ARG	Argentina	1591.0	2426.0	2274.0	3351.0	78.0	2157.0	3161.0	79.595	117.0	190.0	24.31																								
2017	ARM	Armenia	22.0	30.0	14.0	16.0	78.5	14.0	16.0	78.5	0.0	0.0	0.0																								
2017	AUS	Australia	633.0	961.0	1476.0	1783.0	75.0	1409.0	1693.0	75.25	67.0	90.0	34.315																								
2017	AUT	Austria	55.0	78.0	157.0	199.0	52.0	136.0	173.0	48.905	21.0	26.0	39.335																								
2017	AZE	Azerbaijan	24	36	1	1	100.00%	1	1	100.00%	0	0	0%																								
2017	163	Bahrain	1	2	2	3	0%	0	0	0%	2	3	0%																								
2017	BGD	Bangladesh	14.0	15.0	104.0	139.0	46.0	37.0	57.0	23.8	67.0	82.0	33.765																								
2017	BEL	Belgium	95.0	152.0	1065.0	1560.0	86.0	1017.0	1482.0	86.11	48.0	78.0	40.88																								
2017	BTN	Bhutan	1.0	1.0	4.0	4.0	33.5	1.0	1.0	0.0	3.0	3.0	0.5																								
2017	BIH	Bosnia and Herzegovina	44.0	116.0	45.0	114.0	72.0	41.0	105.0	74.5	4.0	9.0	0.25																								
2017	BWA	Botswana	28.0	54.0	1.0	1.0	50.0	1.0	1.0	50.0	0.0	0.0	0.0																								
2017	BRA	Brazil	3028.0	4913.0	4585.0	9563.0	61.5	4349.0	8609.0	60.260000000000005	236.0	954.0	37.42																								
2017	BGR	Bulgaria	12.0	28.0	34.0	45.0	68.5	30.0	39.0	64.845	4.0	6.0	50.5																								
2017	KHM	Cambodia	2	3	0	0	0%	0	0	0%	0	0	0%																								
2017	CMR	Cameroon	0	0	1	3	0%	1	3	0%	0	0	0%																								
2017	CAN	Canada	2786.0	4415.0	2224.0	2781.0	86.0	871.0	1207.0	82.16499999999999	1353.0	1574.0	43.945																								
2017	CHL	Chile	208.0	318.0	749.0	1170.0	79.5	738.0	1144.0	80.205	11.0	26.0	16.75																								
2017	COL	Colombia	734.0	1236.0	606.0	1163.0	63.0	520.0	1004.0	69.055	86.0	159.0	11.675																								
2017	CRI	Costa Rica	190.0	272.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0																								
2017	HRV	Croatia	5.0	5.0	164.0	203.0	85.0	164.0	203.0	85.0	0.0	0.0	0.0																								
2017	CYP	Cyprus	9.0	9.0	18.0	23.0	65.5	11.0	12.0	47.915	7.0	11.0	40.5																								
2017	CZE	Czech Republic	208.0	318.0	164.0	270.0	84.0	129.0	220.0	81.965	35.0	50.0	45.96																								
2017	DNK	Denmark	43.0	56.0	67.0	72.0	60.0	64.0	69.0	59.53	3.0	3.0	25.5																								
2017	DOM	Dominican Republic	196.0	223.0	313.0	376.0	60.0	246.0	293.0	63.504999999999995	67.0	83.0	34.155																								
2017	ECU	Ecuador	35.0	82.0	85.0	216.0	52.0	73.0	195.0	57.22	12.0	21.0	12.5																								
2017	EGY	Egypt	8	20	1	2	50.00%	0	0	0%	1	2	100.00%																								
2017	SLV	El Salvador	23.0	28.0	26.0	41.0	48.0	23.0	31.0	47.0	3.0	10.0	0.335																								
2017	EST	Estonia	6.0	6.0	79.0	172.0	65.0	69.0	161.0	65.09	10.0	11.0	25.375																								
2017	FIN	Finland	90.0	138.0	119.0	186.0	88.0	112.0	177.0	88.28999999999999	7.0	9.0	25.5																								
2017	FRA	France	402.0	545.0	8949.0	10385.0	72.0	8749.0	10149.0	71.6	200.0	236.0	33.385																								
2017	GEO	Georgia	36.0	43.0	24.0	29.0	84.5	19.0	22.0	87.66499999999999	5.0	7.0	25.5																								
2017	DEU	Germany	547.0	809.0	10278.0	12744.0	59.5	9954.0	12302.0	58.644999999999996	324.0	442.0	40.425																								
2017	GHA	Ghana	1.0	8.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0																								
2017	GRC	Greece	455.0	659.0	767.0	1117.0	72.5	571.0	912.0	66.25	196.0	205.0	44.96																								
2017	GTM	Guatemala	80.0	215.0	148.0	946.0	67.5	95.0	850.0	56.84	53.0	96.0	44.445																								
2017	HND	Honduras	0	0	2	2	50.00%	1	1	0%	1	1	100.00%																								
2017	HKG	Hong Kong	89.0	131.0	276.0	454.0	67.0	268.0	443.0	67.785	8.0	11.0	0.215																								
2017	HUN	Hungary	41.0	48.0	505.0	724.0	56.0	497.0	689.0	56.25	8.0	35.0	12.75																								
2017	ISL	Iceland	6.0	6.0	4.0	4.0	25.0	3.0	3.0	16.665	1.0	1.0	50.0																								
2017	IND	India	2450.0	3329.0	22024.0	31014.0	53.5	21564.0	30230.0	53.65	460.0	784.0	18.2																								
2017	IDN	Indonesia	16.0	16.0	30.0	59.0	23.0	13.0	25.0	0.085	17.0	34.0	10.29																								
2017	IRQ	Iraq	3.0	3.0	10.0	10.0	0.0	6.0	6.0	0.0	4.0	4.0	0.0																								
2017	IRL	Ireland	329.0	521.0	136.0	182.0	76.0	127.0	169.0	79.59	9.0	13.0	14.5																								
2017	ISR	Israel	249.0	285.0	837.0	1095.0	78.0	443.0	568.0	76.8	394.0	527.0	39.9																								
2017	ITA	Italy	1272.0	1947.0	4323.0	8147.0	63.5	4143.0	7897.0	62.53	180.0	250.0	39.89																								
2017	CIV	Ivory Coast	0	0	2	3	0%	1	2	0%	1	1	0%																								
2017	JAM	Jamaica	4	4	0	0	0%	0	0	0%	0	0	0%																								
2017	JPN	Japan	15.0	20.0	18.0	30.0	50.0	3.0	15.0	0.5	15.0	15.0	25.365																								
2017	JOR	Jordan	7.0	7.0	148.0	186.0	62.5	69.0	74.0	53.31	79.0	112.0	37.335																								
2017	KAZ	Kazakhstan	7	7	0	0	0%	0	0	0%	0	0	0%																								
2017	KEN	Kenya	7.0	7.0	8.0	8.0	25.0	2.0	1.0	25.0	6.0	7.0	0.25																								
2017	OSA	Kosovo	1.0	1.0	39.0	63.0	51.0	22.0	39.0	56.0	17.0	24.0	21.835																								
2017	KWT	Kuwait	0.0	0.0	13.0	12.0	0.0	12.0	11.0	0.0	1.0	1.0	0.0																								
2017	LVA	Latvia	8.0	8.0	43.0	43.0	59.0	43.0	43.0	59.0	0.0	0.0	0.0																								
2017	LBN	Lebanon	1.0	1.0	7.0	6.0	16.5	3.0	3.0	0.0	4.0	3.0	0.25																								
2017	210	Liechtenstein	0.0	0.0	2.0	2.0	50.0	2.0	2.0	50.0	0.0	0.0	0.0																								
2017	LTU	Lithuania	46.0	58.0	132.0	228.0	86.5	124.0	217.0	86.455	8.0	11.0	50.335																								
2017	LUX	Luxembourg	43.0	70.0	16.0	19.0	65.0	15.0	18.0	64.09	1.0	1.0	50.0																								
2017	168	Macau	18.0	26.0	17.0	17.0	94.5	17.0	17.0	94.5	0.0	0.0	0.0																								
2017	MKD	Macedonia	2.0	2.0	90.0	150.0	58.5	90.0	150.0	58.5	0.0	0.0	0.0																								
2017	MDG	Madagascar	2.0	2.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0																								
2017	MYS	Malaysia	8.0	12.0	45.0	51.0	67.0	41.0	45.0	68.285	4.0	6.0	0.5																								
2017	174	Maldives	2.0	2.0	49.0	64.0	75.5	48.0	61.0	76.555	1.0	3.0	0.0																								
2017	MLI	Mali	1	1	0	0	0%	0	0	0%	0	0	0%																								
2017	173	Malta	2.0	2.0	295.0	322.0	67.0	286.0	312.0	67.62	9.0	10.0	17.0																								
2017	153	Mauritius	2	5	1	0	0%	0	0	0%	1	0	0%																								
2017	MEX	Mexico	286.0	791.0	2022.0	3618.0	70.5	1736.0	3164.0	72.5	286.0	454.0	24.825																								
2017	MDA	Moldova	1	1	7	13	14.00%	4	5	24.50%	3	8	0%																								
2017	212	Monaco	0.0	0.0	2.0	2.0	50.0	1.0	1.0	0.0	1.0	1.0	50.0																								
2017	MNG	Mongolia	1.0	1.0	10.0	15.0	0.0	9.0	14.0	0.0	1.0	1.0	0.0																								
2017	MNE	Montenegro	1.0	1.0	21.0	24.0	88.5	19.0	22.0	86.5	2.0	2.0	0.5																								
2017	MAR	Morocco	1.0	2.0	28.0	32.0	63.0	27.0	30.0	62.0	1.0	2.0	0.5																								
2017	MMR	Myanmar	0.0	0.0	4.0	4.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0																								
2017	NPL	Nepal	0.0	0.0	76.0	110.0	45.0	70.0	104.0	44.575	6.0	6.0	25.25																								
2017	NLD	Netherlands	58.0	88.0	1479.0	2589.0	91.5	1403.0	2496.0	91.78	76.0	93.0	39.905																								
2017	NZL	New Zealand	61.0	104.0	122.0	177.0	63.5	100.0	155.0	60.055	22.0	22.0	30.44																								
2017	NGA	Nigeria	0.0	0.0	7.0	8.0	65.0	7.0	8.0	65.0	0.0	0.0	0.0																								
2017	NOR	Norway	80.0	109.0	70.0	110.0	58.0	49.0	82.0	46.215	21.0	28.0	44.425																								
2017	OMN	Oman	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0																								
2017	PAK	Pakistan	863.0	1211.0	2370.0	3340.0	61.0	2320.0	3265.0	61.19	50.0	75.0	13.78																								
2017	PAL	Palestine	2.0	2.0	10.0	12.0	15.0	10.0	12.0	15.0	0.0	0.0	0.0																								
2017	PAN	Panama	4.0	6.0	12.0	16.0	68.0	12.0	16.0	68.0	0.0	0.0	0.0																								
2017	PRY	Paraguay	2.0	2.0	12.0	15.0	50.0	9.0	12.0	25.0	3.0	3.0	50.25																								
2017	PER	Peru	168.0	259.0	110.0	203.0	67.5	92.0	168.0	68.64500000000001	18.0	35.0	43.225																								
2017	PHL	Philippines	188.0	315.0	58.0	90.0	42.5	10.0	30.0	16.5	48.0	60.0	22.25																								
2017	POL	Poland	287.0	395.0	2952.0	4065.0	53.0	2695.0	3741.0	51.379999999999995	257.0	324.0	31.91																								
2017	PRT	Portugal	207.0	260.0	1473.0	1991.0	48.5	1472.0	1991.0	48.53	1.0	0.0	0.0																								
2017	QAT	Qatar	3.0	9.0	7.0	7.0	0.0	7.0	7.0	0.0	0.0	0.0	0.0																								
2017	ROU	Romania	30.0	70.0	113.0	255.0	65.0	103.0	244.0	66.78	10.0	11.0	12.835																								
2017	RUS	Russia	5.0	7.0	21.0	33.0	0.0	20.0	33.0	0.0	1.0	0.0	0.0																								
2017	SAU	Saudi Arabia	3.0	7.0	1.0	1.0	50.0	0.0	0.0	0.0	1.0	1.0	0.5																								
2017	SEN	Senegal	0.0	0.0	2.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0																								
2017	SRB	Serbia	2.0	2.0	148.0	192.0	80.5	141.0	185.0	79.21000000000001	7.0	7.0	50.5																								
2017	SGP	Singapore	10.0	17.0	448.0	573.0	64.5	442.0	566.0	64.195	6.0	7.0	50.335																								
2017	SVK	Slovakia	7.0	8.0	47.0	72.0	78.5	35.0	59.0	69.905	12.0	13.0	34.0																								
2017	SVN	Slovenia	55.0	73.0	49.0	65.0	61.0	48.0	64.0	60.415	1.0	1.0	50.0																								
2017	ZAF	South Africa	5.0	17.0	10.0	17.0	94.0	3.0	9.0	100.0	7.0	8.0	50.415																								
2017	KOR	South Korea	100.0	145.0	272.0	405.0	52.0	262.0	394.0	52.519999999999996	10.0	11.0	25.165																								
2017	ESP	Spain	297.0	532.0	2365.0	4045.0	59.0	2349.0	4015.0	58.45	16.0	30.0	40.455																								
2017	LKA	Sri Lanka	7.0	9.0	8.0	9.0	16.5	7.0	8.0	16.5	1.0	1.0	0.0																								
2017	SDN	Sudan	8.0	8.0	21.0	22.0	0.0	20.0	21.0	0.0	1.0	1.0	0.0																								
2017	SWE	Sweden	126.0	207.0	650.0	920.0	88.5	613.0	855.0	88.67	37.0	65.0	42.46																								
2017	CHE	Switzerland	98.0	120.0	132.0	171.0	53.0	104.0	135.0	45.7	28.0	36.0	33.97																								
2017	TWN	Taiwan	5.0	5.0	1050.0	1903.0	72.5	1029.0	1875.0	71.93	21.0	28.0	35.5																								
2017	TZA	Tanzania	3.0	3.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0																								
2017	THA	Thailand	4.0	5.0	11.0	22.0	8.5	9.0	20.0	12.5	2.0	2.0	0.0																								
2017	TLS	Timor-Leste	1	1	0	0	0%	0	0	0%	0	0	0%																								
2017	TTO	Trinidad and Tobago	1	2	0	0	0%	0	0	0%	0	0	0%																								
2017	TUR	Turkey	3.0	3.0	1481.0	1992.0	76.0	1450.0	1946.0	75.86	31.0	46.0	44.32																								
2017	UKR	Ukraine	3.0	3.0	56.0	62.0	68.0	6.0	9.0	1.0	50.0	53.0	39.865																								
2017	ARE	United Arab Emirates	4.0	9.0	21.0	30.0	35.5	5.0	5.0	13.5	16.0	25.0	25.125																								
2017	GBR	United Kingdom	822.0	1414.0	14300.0	17886.0	91.0	12147.0	14977.0	92.11500000000001	2153.0	2909.0	36.445																								
2017	USA	United States	95963.0	162357.0	65458.0	105905.0	85.0	61786.0	101070.0	85.77000000000001	3672.0	4835.0	38.39				39052.0	62587.0	87.0	14835.0	27294.0	81.0	486.0	592.0	60.5	1586.0	3285.0	87.5	5576.0	6989.0	88.0		89.0	252.0	323.0	249.5	249.5
2017	URY	Uruguay	1.0	1.0	50.0	87.0	57.5	15.0	23.0	59.07	35.0	64.0	21.835																								
2017	VNM	Vietnam	0.0	0.0	12.0	17.0	31.5	7.0	12.0	0.0	5.0	5.0	25.5																								
2017	BFA	Burkina Faso	1	1	2	2	0%	2	2	0%	0	0	0																								
2017	DZA	Algeria	0	0	1	0	0%	0	0	0%	1	0	0																								
